City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Marsa Matruh,EG,31.3525,27.2453,81.86,58,0,13.71,clear sky
350,Xai-Xai,MZ,-25.0519,33.6442,71.19,74,0,7.85,clear sky
351,Mazyr,BY,52.0495,29.2456,82.74,42,45,5.28,scattered clouds
352,Santa Rosalia,MX,27.3167,-112.2833,83.17,43,10,0.6,clear sky
353,Ratnagiri,IN,16.9833,73.3,79.59,88,100,17.69,overcast clouds
354,Ambanja,MG,-13.6833,48.45,75.13,77,8,1.72,clear sky
355,Sobolevo,RU,54.4299,31.8996,78.39,72,100,5.08,light rain
356,Makuyuni,TZ,-4.7333,38.1,73.36,68,71,9.04,broken clouds
357,Ekhabi,RU,53.5102,142.9671,53.85,71,13,11.16,few clouds
358,Mabaruma,GY,8.2,-59.7833,84.4,67,92,4.29,overcast clouds
359,Alyangula,AU,-13.8483,136.4192,70.07,55,0,20.47,clear sky
360,Senneterre,CA,48.3835,-77.2328,65.75,48,90,7,overcast clouds
361,Matara,LK,5.9485,80.5353,79.93,83,100,11.97,overcast clouds
362,Deputatskiy,RU,69.3,139.9,59.9,72,100,4.41,overcast clouds
363,Popova,RU,42.9603,131.7228,63.36,97,60,16.31,broken clouds
364,Tessalit,ML,20.1986,1.0114,110.39,4,3,20,clear sky
365,Narbonne,FR,43.0833,2.8333,91.63,37,5,14.5,clear sky
366,Antalaha,MG,-14.9003,50.2788,70.83,81,8,9.26,clear sky
367,Faya,SA,18.3851,42.4509,79.32,40,38,10.54,scattered clouds
368,Idenao,CM,4.2475,9.0047,75.15,91,100,1.5,light rain
369,Cognac,FR,45.5,-0.25,84.04,34,0,5.75,clear sky
370,Okhotsk,RU,59.3833,143.3,56.17,80,95,5.06,overcast clouds
371,Kochi,IN,9.9399,76.2602,77.02,87,100,20.2,overcast clouds
372,Praia,CV,14.9215,-23.5087,82.94,51,0,11.5,clear sky
373,Vyshneve,UA,50.3891,30.3705,84.09,36,30,2.35,scattered clouds
374,Valle De Allende,MX,26.9333,-105.4,75.02,52,23,5.48,few clouds
375,Sao Filipe,CV,14.8961,-24.4956,75.85,72,8,4.43,clear sky
376,Acarau,BR,-2.8856,-40.12,82.27,69,58,13.69,broken clouds
377,Moron,AR,-34.6534,-58.6198,54,83,100,3.85,overcast clouds
378,Jhalawar,IN,24.6,76.15,88.07,66,73,7,broken clouds
379,Hoa Binh,VN,20.8133,105.3383,84.63,80,93,3.15,overcast clouds
380,Dubrovka,RU,53.6907,33.5071,80.46,59,39,2.95,scattered clouds
381,Gazipur,BD,23.9981,90.423,87.76,66,20,0,haze
382,San Jose De Guanipa,VE,8.8872,-64.1651,85.08,54,54,13.13,broken clouds
383,Poum,NC,-20.2333,164.0167,75.67,79,99,17.43,overcast clouds
384,Itarema,BR,-2.9248,-39.9167,82.51,68,57,13.76,broken clouds
385,Cepu,ID,-7.1475,111.5906,77.61,89,99,4.41,overcast clouds
386,Guatire,VE,10.4762,-66.5427,83.7,67,34,4.97,scattered clouds
387,Kalmunai,LK,7.4167,81.8167,83.73,72,100,4.05,overcast clouds
388,Samarai,PG,-10.6167,150.6667,81.09,82,94,10.74,overcast clouds
389,Adilcevaz,TR,38.8039,42.7342,73.33,37,0,3.31,clear sky
390,Akyab,MM,20.15,92.9,82.33,83,100,5.5,overcast clouds
391,Orikum,AL,40.3253,19.4714,85.93,63,13,12.5,few clouds
392,Ayorou,NE,14.7308,0.9174,103.06,24,9,9.55,clear sky
393,Constitucion,CL,-35.3333,-72.4167,52.95,74,7,4.12,clear sky
394,Jalu,LY,29.0331,21.5482,98.94,10,0,16.42,clear sky
395,Zyryanka,RU,65.75,150.85,59.31,64,81,13.02,broken clouds
396,La Ronge,CA,55.1001,-105.2842,59.25,72,20,12.66,few clouds
397,Touros,BR,-5.1989,-35.4608,79.79,81,74,14.92,broken clouds
398,Road Town,VG,18.4167,-64.6167,87.89,78,75,10.36,broken clouds
399,Machalpur,IN,24.1333,76.3,87.1,66,63,4.54,broken clouds
400,Boende,CD,-0.2167,20.8667,87.15,49,98,1.07,overcast clouds
401,Abha,SA,18.2164,42.5053,79.05,22,0,6.91,clear sky
402,Victoria,HK,22.2855,114.1577,84.38,86,100,13,overcast clouds
403,Sinnamary,GF,5.3833,-52.95,83.07,71,58,9.01,broken clouds
404,Peniche,PT,39.3558,-9.3811,79.09,83,13,10.58,few clouds
405,Necochea,AR,-38.5473,-58.7368,52.09,40,99,11.39,overcast clouds
406,Ciudad Bolivar,VE,8.1222,-63.5497,86.29,58,34,9.26,scattered clouds
407,Honningsvag,NO,70.9821,25.9704,47.95,93,100,6.91,fog
408,Gwadar,PK,25.1216,62.3254,85.96,82,100,15.23,overcast clouds
409,Grindavik,IS,63.8424,-22.4338,52.27,71,75,9.22,broken clouds
410,Katsuura,JP,35.1333,140.3,75.56,92,100,16.62,overcast clouds
411,Oyama,JP,36.3,139.8,82.58,66,100,4.07,overcast clouds
412,San Luis De Palenque,CO,5.4214,-71.7317,75.15,91,94,4.76,light rain
413,Pacific Grove,US,36.6177,-121.9166,63.43,77,0,5.99,clear sky
414,Kitimat,CA,54.0524,-128.6534,66.9,35,65,3.02,broken clouds
415,Buraydah,SA,26.326,43.975,102.65,10,0,10.07,clear sky
416,Troitskoye,RU,52.9821,84.6757,60.57,82,30,7.99,scattered clouds
417,Geraldton,AU,-28.7667,114.6,48.61,61,0,14.97,clear sky
418,Rio Rancho,US,35.2334,-106.6645,77.81,54,75,1.99,broken clouds
419,Baykit,RU,61.67,96.37,52.92,93,52,2.04,broken clouds
420,Asyut,EG,27.181,31.1837,99.82,15,6,13.27,clear sky
421,San Vicente De Canete,PE,-13.0751,-76.3835,66.43,72,93,6.04,overcast clouds
422,Havoysund,NO,70.9963,24.6622,48.43,82,27,13.44,scattered clouds
423,Mama,RU,58.3106,112.8986,60.73,98,100,5.28,moderate rain
424,Inhambane,MZ,-23.865,35.3833,68.77,80,0,6.93,clear sky
425,Vao,NC,-22.6667,167.4833,73.18,75,100,18.5,light rain
426,Valdosta,US,30.8327,-83.2785,92.98,66,20,3.44,few clouds
427,Sorland,NO,67.667,12.6934,57.06,82,55,16.67,broken clouds
428,Bhadrachalam,IN,17.6667,80.8833,76.91,90,99,1.05,overcast clouds
429,Ocos,GT,14.5094,-92.1933,84.38,74,75,1.07,broken clouds
430,Ulladulla,AU,-35.35,150.4667,54.63,82,100,19.64,light rain
431,Kulunda,RU,52.566,78.9385,71.71,48,78,19.69,broken clouds
432,Sistranda,NO,63.7256,8.834,66.16,87,97,3,overcast clouds
433,Lulea,SE,65.5842,22.1547,68.07,73,0,11.5,clear sky
434,Mahibadhoo,MV,3.7833,72.9667,83.41,75,90,17.49,light rain
435,Cherskiy,RU,68.75,161.3,53.47,67,91,6.78,overcast clouds
436,Koroni,GR,36.8,21.95,90.07,55,0,5.59,clear sky
437,Mirabad,AF,30.4362,61.8383,96.48,18,2,21.65,clear sky
438,Tondano,ID,1.3038,124.9112,69.89,96,100,0.51,light rain
439,Cuernavaca,MX,18.9167,-99.25,76.32,51,75,1.01,broken clouds
440,Regeneracao,BR,-6.2378,-42.6883,91.72,35,26,10.11,scattered clouds
441,Mount Isa,AU,-20.7333,139.5,51.57,66,0,8.05,clear sky
442,Den Helder,NL,52.9599,4.7593,68.99,58,30,13.8,scattered clouds
443,Fagetelu,RO,44.7833,24.5333,71.33,78,99,12.17,light rain
444,Sandpoint,US,48.2766,-116.5533,64.02,82,75,10.36,broken clouds
445,Mpulungu,ZM,-8.7623,31.1141,72.05,50,2,1.7,clear sky
446,Grants Pass,US,42.439,-123.3284,66.18,78,0,4.61,clear sky
447,The Valley,AI,18.217,-63.0578,86.09,74,40,14.97,scattered clouds
448,Palmer,US,42.1584,-72.3287,80.85,46,0,4,clear sky
449,Araouane,ML,18.9048,-3.5265,110.16,8,0,15.9,clear sky
450,Port Hedland,AU,-20.3167,118.5667,53.65,37,0,9.22,clear sky
451,Safaga,EG,26.7292,33.9365,89.2,46,14,1.28,few clouds
452,Kamaishi,JP,39.2667,141.8833,70.63,91,5,5.17,clear sky
453,Talnakh,RU,69.4865,88.3972,56.21,54,8,15.08,clear sky
454,Makakilo City,US,21.3469,-158.0858,74.01,76,75,14.97,broken clouds
455,Carndonagh,IE,55.25,-7.2667,58.62,72,98,17.83,overcast clouds
456,Tsarychanka,UA,48.937,34.4786,81.16,48,79,6.49,broken clouds
457,Guerrero Negro,MX,27.9769,-114.0611,69.24,68,3,17.25,clear sky
458,Rawson,AR,-43.3002,-65.1023,50.09,34,81,27.27,broken clouds
459,Sergeyevka,KZ,53.88,67.4158,57.13,92,97,14.83,overcast clouds
460,Eyl,SO,7.9803,49.8164,86.09,48,47,28.12,scattered clouds
461,Tahoua,NE,14.8888,5.2692,96.78,36,40,18.41,scattered clouds
462,Takoradi,GH,4.8845,-1.7554,78.4,79,99,11.7,light rain
463,Laranjal Paulista,BR,-23.0497,-47.8367,81.23,29,0,7.7,clear sky
464,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,100,2.24,fog
465,Yulara,AU,-25.2406,130.9889,42.08,55,0,9.4,clear sky
466,Sardarshahr,IN,28.4333,74.4833,96.26,47,94,5.53,overcast clouds
467,Yeppoon,AU,-23.1333,150.7333,51.58,97,100,5.59,light rain
468,Bagrami,AF,34.4938,69.2743,84.43,41,0,7.29,clear sky
469,Puqi,CN,29.7167,113.8833,76.62,96,84,4.88,broken clouds
470,Brisbane,AU,-27.4679,153.0281,52.83,93,100,4.61,moderate rain
471,Tigre,AR,-34.426,-58.5796,54.25,83,100,9.22,overcast clouds
472,Pedernales,DO,18.0384,-71.744,90.99,47,99,15.7,overcast clouds
473,Hamada,JP,34.8833,132.0833,74.52,92,48,6.22,scattered clouds
474,Shaunavon,CA,49.6501,-108.4181,56.98,91,100,11.54,moderate rain
475,Mporokoso,ZM,-9.3727,30.125,66.56,33,0,5.75,clear sky
476,Lavrentiya,RU,65.5833,-171,46.13,94,99,0.69,overcast clouds
477,Papara,BR,-3.9839,-38.7273,81,72,82,8.7,broken clouds
478,Develi,TR,38.3906,35.4922,79.95,32,0,4.61,clear sky
479,Lieksa,FI,63.3167,30.0167,71.08,54,52,2.3,broken clouds
480,Vicksburg,US,32.3526,-90.8779,85.73,84,20,5.75,few clouds
481,Usinsk,RU,65.9939,57.5281,67.66,49,100,4.32,overcast clouds
482,Olafsvik,IS,64.8945,-23.7142,49.55,77,83,8.41,broken clouds
483,Bhatkal,IN,13.9667,74.5667,77.36,90,100,12.57,moderate rain
484,Sola,VU,-13.8833,167.55,80.67,80,19,23.13,few clouds
485,Fernie,CA,49.5,-115.0687,56.08,71,100,1.81,overcast clouds
486,Caravelas,BR,-17.7125,-39.2481,78.51,62,30,8.84,scattered clouds
487,Beloha,MG,-25.1667,45.05,63.99,69,0,8.28,clear sky
488,Hovd,MN,48.0056,91.6419,64.74,26,7,1.39,clear sky
489,Castelldefels,ES,41.2779,1.9703,94.37,48,0,9.22,clear sky
490,Aykhal,RU,66,111.5,51.8,89,6,7.2,clear sky
491,Jumla,NP,29.2747,82.1838,65.59,94,100,2.51,overcast clouds
492,Imbituba,BR,-28.24,-48.6703,73.09,83,0,8.01,clear sky
493,Salamina,GR,37.9643,23.4965,91.96,12,0,14.97,clear sky
494,Kuryk,KZ,43.2,51.65,72.1,57,0,15.39,clear sky
495,Gualaceo,EC,-2.9,-78.7833,58.66,98,100,6.58,moderate rain
496,Albion,US,42.2431,-84.753,84.38,51,0,5.75,clear sky
497,Paamiut,GL,61.994,-49.6678,43.11,94,100,14.36,light rain
498,Banda Aceh,ID,5.5577,95.3222,78.93,82,100,15.23,overcast clouds
499,Poronaysk,RU,49.2167,143.1167,50.11,85,76,3.65,broken clouds
500,Nhamunda,BR,-2.1861,-56.7131,89.15,53,48,6.64,moderate rain
501,Buzmeyin,TM,38.0507,58.2056,83.93,24,100,13.8,overcast clouds
502,Catamarca,AR,-28.4696,-65.7852,59.77,39,0,1.99,clear sky
503,Xining,CN,36.6167,101.7667,53.71,86,0,2.77,clear sky
504,Karaman,TR,37.0833,33.25,75.25,19,0,16.42,clear sky
505,Karratha,AU,-20.7377,116.8463,63.95,27,0,14.54,clear sky
506,Berlevag,NO,70.8578,29.0864,53.4,87,100,4.61,fog
507,Kota Kinabalu,MY,5.9749,116.0724,76.98,88,20,5.01,few clouds
508,Grand Gaube,MU,-20.0064,57.6608,69.39,74,38,7,scattered clouds
509,Ulcinj,ME,41.9294,19.2244,95.22,54,29,13.51,scattered clouds
510,Pemangkat,ID,1.1667,108.9667,81.18,79,99,2.44,overcast clouds
511,Lofthus,NO,59.9468,10.8018,65.5,56,99,12.12,overcast clouds
512,Darnah,LY,32.767,22.6367,81.72,63,0,22.88,clear sky
513,Xuanhua,CN,40.6103,115.0447,73.81,87,77,5.5,broken clouds
514,Baykalsk,RU,51.5058,104.1469,56.89,80,100,8.9,overcast clouds
515,Broome,US,42.2506,-75.833,78.48,52,0,5.75,clear sky
516,Sarkand,KZ,45.41,79.9186,76.69,34,84,9.66,broken clouds
517,Apatou,GF,5.155,-54.3472,89.58,49,64,4.07,broken clouds
518,Pergamino,AR,-33.89,-60.5736,55.18,80,97,1.99,overcast clouds
519,Koshurnikovo,RU,54.1667,93.3,52.59,80,1,3.67,clear sky
520,Qaqortoq,GL,60.7167,-46.0333,45.52,94,100,3.67,light rain
521,Richards Bay,ZA,-28.783,32.0377,65.66,88,2,6.38,clear sky
522,Miramar,US,25.9873,-80.2323,91.02,68,75,11.5,broken clouds
523,Draguignan,FR,43.5333,6.4667,96.76,43,6,12.66,clear sky
524,Hamilton,US,39.1834,-84.5333,87.06,50,0,12.66,clear sky
525,Mumford,GH,5.2618,-0.759,77.79,80,77,15.97,broken clouds
526,Goderich,CA,43.7501,-81.7165,75.52,57,57,9.22,broken clouds
527,Cassia,BR,-20.5831,-46.9219,77.63,32,0,6.64,clear sky
528,Maple Creek,CA,49.9168,-109.4848,59.41,94,100,8.05,light rain
529,Vila,PT,42.0304,-8.1588,74.7,65,37,2.82,scattered clouds
530,Sarangani,PH,5.4033,125.4636,81.75,78,96,3.85,overcast clouds
531,Kuytun,RU,54.3419,101.5036,54.88,94,100,7.63,overcast clouds
532,Zima,RU,53.9202,102.0442,55.51,95,98,6.04,overcast clouds
533,Strelka,RU,58.0728,93.0344,55.09,93,18,1.21,few clouds
534,Quthing,LS,-30.4,27.7003,53.49,43,1,3.47,clear sky
535,Senekal,ZA,-28.3197,27.6208,54.09,44,3,2.75,clear sky
536,Santa Fe,AR,-31.6333,-60.7,62.02,71,97,1.99,overcast clouds
537,Leninsk-Kuznetskiy,RU,54.6567,86.1737,58.35,78,58,4.85,broken clouds
538,Sambava,MG,-14.2667,50.1667,70.9,83,17,12.44,few clouds
539,Altamira,BR,-3.2033,-52.2064,87.6,59,50,4.25,scattered clouds
540,Lazaro Cardenas,MX,17.9583,-102.2,85.89,69,100,2.62,overcast clouds
541,Pochutla,MX,15.7432,-96.4661,86.83,68,99,9.31,overcast clouds
542,Talara,PE,-4.5772,-81.2719,70.56,68,0,18.41,clear sky
543,Atotonilco El Grande,MX,20.2833,-98.6667,63.82,71,100,4.72,overcast clouds
544,Luis Correia,BR,-2.8792,-41.6669,86,62,40,8.05,scattered clouds
545,Takab,IR,36.4009,47.1133,67.44,41,41,10.02,scattered clouds
546,Nouadhibou,MR,20.931,-17.0347,75.18,69,11,20.71,sand
547,Balaipungut,ID,1.05,101.2833,78.39,87,100,1.7,overcast clouds
548,Charlestown,AU,-32.95,151.6667,61.74,96,100,3,light rain
549,Muroto,JP,33.2833,134.15,77.5,92,100,15.26,moderate rain
550,Nyimba,ZM,-14.5566,30.8149,72.52,39,0,5.39,clear sky
551,Kavaratti,IN,10.5669,72.642,81.91,82,100,21.25,light rain
552,Jardim,BR,-21.4803,-56.1381,88.07,24,14,11.43,few clouds
553,Joao Pessoa,BR,-7.115,-34.8631,82.63,78,75,12.66,moderate rain
554,Rio Negrinho,BR,-26.2544,-49.5183,73.94,40,0,4.41,clear sky
555,Bredy,RU,52.4153,60.3411,57.6,76,100,16.84,overcast clouds
556,Bressuire,FR,46.9167,-0.5,81.48,25,3,8.46,clear sky
557,Andreapol,RU,56.6513,32.2664,78.28,58,84,1.12,broken clouds
558,Ati,TD,13.2154,18.3353,97.47,27,30,4.56,scattered clouds
559,Bang Saphan,TH,11.2126,99.5117,77.49,90,100,8.3,overcast clouds
560,Amalapuram,IN,16.5833,82.0167,78.73,85,94,4,overcast clouds
561,Libourne,FR,44.9167,-0.25,82.58,40,47,9.37,scattered clouds
562,San Andres,CO,12.5847,-81.7006,86.02,79,40,12.66,scattered clouds
563,Bobrovka,RU,54.047,61.7455,54.21,77,96,18.63,overcast clouds
564,Ixtapa,MX,20.7,-105.2,83.43,84,100,4,overcast clouds
565,Elliot Lake,CA,46.3834,-82.6331,61.41,66,100,5.46,overcast clouds
566,Coquimbo,CL,-29.9533,-71.3436,58.73,41,0,3.44,clear sky
567,Novobirilyussy,RU,56.9514,90.6661,56.08,88,16,3.85,few clouds
568,Cairns,AU,-16.9167,145.7667,65.07,97,100,8.05,light intensity shower rain
569,Mount Holly,US,35.2982,-81.0159,86.07,75,75,5.75,broken clouds
570,Karoi,ZW,-16.8099,29.6925,61.52,51,0,4.54,clear sky
571,Revelstoke,CA,50.9832,-118.2023,59.02,94,100,3.44,overcast clouds
572,Tecoanapa,MX,16.5167,-98.75,80.92,83,100,0.83,overcast clouds
573,Kutum,SD,14.2,24.6667,88.43,21,93,5.17,overcast clouds
574,Mandalgovi,MN,45.7625,106.2708,59.25,62,35,15.66,scattered clouds
575,Carutapera,BR,-1.195,-46.02,82.22,75,6,10.56,clear sky
576,Ballina,AU,-28.8667,153.5667,51.01,99,100,3.22,light rain
577,Kilindoni,TZ,-7.9139,39.6668,76.48,73,7,14.88,clear sky
578,Torrevieja,ES,37.9787,-0.6822,97.41,73,14,5.01,few clouds
579,Dunedin,NZ,-45.8742,170.5036,47.8,62,6,1.99,clear sky
580,Amzya,RU,56.2354,54.3868,56.03,67,41,10.63,scattered clouds
581,Kaeo,NZ,-35.1,173.7833,51.33,95,100,4.43,overcast clouds
582,Nalut,LY,30.3333,10.85,100.99,13,0,14.65,clear sky
583,Ust-Nera,RU,64.5667,143.2,69.69,49,71,6.6,broken clouds
584,Kieta,PG,-6.2167,155.6333,79.38,83,61,4.61,light rain
585,Balabac,PH,7.9868,117.0645,82.09,78,47,3.42,light rain
586,Dickinson,US,29.4608,-95.0513,91.02,74,40,10.36,scattered clouds
587,Cantapoy,PH,9.4906,125.4364,79.75,81,94,2.01,overcast clouds
588,College,US,64.8569,-147.8028,62.55,81,75,4.61,smoke
589,Hope,US,33.6671,-93.5916,87.85,52,10,5.84,clear sky
590,Semnan,IR,35.5729,53.3971,70.93,48,0,15.37,clear sky
591,Puerto Ayacucho,VE,5.6639,-67.6236,82.29,79,79,5.01,broken clouds
592,Atbasar,KZ,51.8,68.3333,59.94,82,98,9.66,moderate rain
593,Monki,PL,53.405,22.7979,76.01,60,76,3.56,broken clouds
594,Marzuq,YE,14.4,46.4667,90.34,19,1,5.68,clear sky
595,Henties Bay,NA,-22.116,14.2845,58.86,80,0,13.4,clear sky
596,Aberystwyth,GB,52.4155,-4.0829,64.89,72,94,11.12,overcast clouds
597,Carlisle,US,40.2015,-77.1889,83.03,40,0,1.01,clear sky
598,Padang,ID,-0.9492,100.3543,77.38,90,83,4.45,broken clouds
599,Ketchikan,US,55.3422,-131.6461,57.67,94,100,5.75,mist
600,Matay,EG,28.419,30.7792,99.41,15,0,9.82,clear sky
601,Arman,RU,59.7,150.1667,52.38,78,100,2.39,overcast clouds
602,Bilgoraj,PL,50.5411,22.722,86.67,38,99,7.29,overcast clouds
603,Abalak,RU,58.1286,68.5944,53.91,80,100,10.29,overcast clouds
604,Kruisfontein,ZA,-34.0033,24.7314,58.89,90,0,6.96,clear sky
605,Pitimbu,BR,-7.4706,-34.8086,82.99,82,46,17.47,scattered clouds
606,Surt,LY,31.2089,16.5887,82.87,69,0,12.84,clear sky
607,Adrar,MR,20.5022,-10.0711,107.67,11,41,2.75,scattered clouds
608,Bridlington,GB,54.0831,-0.1919,67.14,57,99,15.23,overcast clouds
609,Zhovtneve,UA,50.6637,24.2492,80.46,53,54,4.27,broken clouds
610,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,76,0,17.27,clear sky
611,Teya,RU,60.3778,92.6267,51.1,92,43,1.21,scattered clouds
612,Shenjiamen,CN,29.9576,122.298,78.3,96,100,11.99,overcast clouds
613,Isiro,CD,2.7739,27.616,74.01,73,100,0.6,overcast clouds
614,Nampula,MZ,-15.1165,39.2666,73.35,56,75,9.22,broken clouds
615,Meadow Lake,US,34.8014,-106.5436,76.41,53,38,5.64,scattered clouds
616,San Cristobal,VE,7.7669,-72.225,71.78,99,100,6.15,overcast clouds
617,Abrau-Dyurso,RU,44.69,37.59,80.06,54,0,8.95,clear sky
618,Hualmay,PE,-11.0964,-77.6139,65.23,74,79,8.05,broken clouds
619,Ambovombe,MG,-25.1667,46.0833,67.01,81,0,9.26,clear sky
620,San Antonio,US,29.4241,-98.4936,88.27,68,75,14.97,broken clouds
621,Tadine,NC,-21.55,167.8833,73.78,75,100,12.84,overcast clouds
622,Bonthe,SL,7.5264,-12.505,79.93,76,93,11.79,light rain
623,Alta Floresta,BR,-9.8756,-56.0861,91.22,38,0,13.8,clear sky
624,Ryotsu,JP,38.0833,138.4333,73.81,90,93,2.66,overcast clouds
625,Ponta Delgada,PT,37.7333,-25.6667,68.72,64,75,13.8,broken clouds
626,Virginia Beach,US,36.8529,-75.978,88.05,72,20,9.22,few clouds
627,Ada,US,43.4166,-116.1262,67.57,58,0,5.99,clear sky
628,Warrensburg,US,38.7628,-93.7361,87.8,68,0,14.97,clear sky
629,Morehead,US,37.2711,-87.1764,88.79,76,0,5.75,clear sky
630,Rio Gallegos,AR,-51.6226,-69.2181,28.45,86,0,10.36,clear sky
631,San Jose,US,37.3394,-121.895,67.86,73,20,3,few clouds
632,Bay Roberts,CA,47.5999,-53.2648,74.95,79,81,5.01,broken clouds
633,San Bartolome De Tirajana,ES,27.9248,-15.5733,68.32,64,20,31.07,few clouds
634,Cermik,TR,38.1361,39.4493,88.02,14,0,10.63,clear sky
635,Anori,BR,-3.7728,-61.6442,78.08,91,97,3.11,overcast clouds
636,San Patricio,US,28.017,-97.5169,91.27,48,4,14.99,clear sky
637,Luwuk,ID,-0.9516,122.7875,77.16,88,61,5.03,broken clouds
638,Correntina,BR,-13.3433,-44.6367,83.59,29,0,9.84,clear sky
639,Yamethin,MM,20.4333,96.15,78.1,90,100,12.06,overcast clouds
640,Vila Velha,BR,-20.3297,-40.2925,80.55,77,40,10.36,scattered clouds
641,Mehamn,NO,71.0357,27.8492,49.91,93,100,4.61,mist
642,Tara,RU,56.8944,74.371,56.68,97,100,4.43,light rain
643,Agogo,GH,6.8,-1.0819,75.96,85,97,3.47,light rain
644,Fare,PF,-16.7,-151.0167,78.03,76,50,11.86,light rain
645,Igrim,RU,63.1906,64.4162,55.17,58,100,4.27,overcast clouds
646,Putina,PE,-15.4667,-69.4333,48.81,41,95,5.35,overcast clouds
647,San Lawrenz,MT,36.0553,14.204,92.61,81,0,12.41,clear sky
648,Warrnambool,AU,-38.3833,142.4833,51.82,83,5,12.44,clear sky
649,Owasso,US,36.2695,-95.8547,92.32,61,20,14.97,few clouds
650,Belene,BG,43.65,25.1167,95.07,23,19,7.23,few clouds
651,Ngunguru,NZ,-35.6167,174.5,54.14,78,100,1.81,overcast clouds
652,Cabinda,AO,-5.55,12.2,77.14,69,20,9.22,few clouds
653,Vicuna,CL,-30.0319,-70.7081,51.53,23,4,4.54,clear sky
654,Mae Ramat,TH,16.984,98.5166,73.99,98,94,0.96,overcast clouds
655,Bimbo,CF,4.2567,18.4158,80.01,69,91,1.52,overcast clouds
656,Puerto Gaitan,CO,4.3133,-72.0816,81.64,72,46,4.27,scattered clouds
657,Muisne,EC,0.6,-80.0333,75.02,87,100,13.18,overcast clouds
658,Neiafu,TO,-18.65,-173.9833,75.88,94,75,8.05,broken clouds
659,Chitungwiza,ZW,-18.0127,31.0756,65.44,44,0,5.17,clear sky
660,Baoshan,CN,46.5586,131.4244,68.79,91,3,2.93,clear sky
661,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,45,0,27.63,clear sky
662,Silver City,US,32.7701,-108.2803,78.62,52,0,1.01,clear sky
663,Yarmouth,US,41.7057,-70.2286,80.15,48,0,8.05,clear sky
664,San Matias,BO,-16.3667,-58.4,95.04,26,92,9.17,overcast clouds
665,Ust-Kulom,RU,61.6864,53.6902,61.5,59,100,2.84,overcast clouds
666,Strezhevoy,RU,60.7333,77.5889,54.21,70,99,8.52,overcast clouds
667,Inongo,CD,-1.95,18.2667,79.59,51,11,3.27,few clouds
668,Aitape,PG,-3.1374,142.3475,77.23,90,100,2.77,overcast clouds
669,Harnosand,SE,62.6323,17.9379,66,82,100,17.07,moderate rain
670,Dauphin,CA,51.1494,-100.0502,64.54,88,100,8.05,overcast clouds
671,Zeya,RU,53.75,127.2667,69.69,71,29,3.89,scattered clouds
672,Parnamirim,BR,-5.9156,-35.2628,85.89,70,75,12.66,broken clouds
673,Leua,SK,48.2156,18.6071,87.49,27,96,8.46,overcast clouds
674,Bara,NG,10.3744,10.7288,88.16,51,75,12.08,broken clouds
675,Broken Hill,AU,-31.95,141.4333,40.73,76,0,13.04,clear sky
676,Shimoda,JP,34.6667,138.95,75.11,94,100,11.59,light rain
677,Santiago,CL,-33.4569,-70.6483,55.29,60,0,5.75,haze
678,Atambua,ID,-9.1061,124.8925,71.33,87,95,9.35,overcast clouds
679,Eliot,US,43.1531,-70.8001,81.32,44,0,4.61,clear sky
680,Bajil,YE,15.0584,43.2851,93.72,31,41,22.32,scattered clouds
681,Porto Seguro,BR,-16.4497,-39.0647,77.52,69,75,8.05,broken clouds
682,Jiuquan,CN,39.7432,98.5174,75.99,22,98,9.57,overcast clouds
683,Veraval,IN,20.9,70.3667,83.25,85,97,18.45,overcast clouds
684,Svetlogorsk,BY,52.6333,29.7333,80.02,51,12,4.83,few clouds
685,Rosarito,MX,32.3333,-117.0333,68.63,70,12,6.35,few clouds
686,Flin Flon,CA,54.7682,-101.865,58.84,67,75,8.05,broken clouds
687,Tateyama,JP,34.9833,139.8667,77.09,92,100,14.14,overcast clouds
688,Tiznit,MA,29.5833,-9.5,83.44,39,3,9.44,clear sky
